year,return_year,year_profit,ticker
2020,0.0501,501.0,AXP
2000,0.2828,2828.0,BA
2001,-0.3424,-3424.0,BA
2002,-0.1458,-1458.0,BA
2003,0.1896,1896.0,BA
2004,0.1721,1721.0,BA
2005,0.1493,1493.0,BA
2006,0.0255,255.0,BA
2007,-0.0186,-186.0,BA
2008,-0.1323,-1323.0,BA
2009,0.2475,2475.0,BA
2010,0.1754,1754.0,BA
2011,0.1954,1954.0,BA
2012,0.0125,125.0,BA
2013,0.2417,2417.0,BA
2014,-0.0231,-231.0,BA
2015,-0.0056,-56.0,BA
2016,0.0866,866.0,BA
2017,0.1983,1983.0,BA
2018,0.3052,3052.0,BA
2019,0.0119,119.0,BA
2020,-0.2854,-2854.0,BA
2000,0.026,260.0,BAC
2001,0.2212,2212.0,BAC
2002,0.0465,465.0,BAC
2003,0.0788,788.0,BAC
2004,0.1045,1045.0,BAC
2005,0.0,0.0,BAC
2006,0.072,720.0,BAC
2007,-0.1116,-1116.0,BAC
2008,-0.0813,-813.0,BAC
2009,0.3779,3779.0,BAC
2010,-0.1351,-1351.0,BAC
2011,-0.2089,-2089.0,BAC
2012,0.3647,3647.0,BAC
2013,0.2034,2034.0,BAC
2014,0.0309,309.0,BAC
2015,-0.0069,-69.0,BAC
2016,-0.0973,-973.0,BAC
2017,0.0914,914.0,BAC
2018,-0.1458,-1458.0,BAC
2019,0.297,2970.0,BAC
2020,-0.1413,-1413.0,BAC
2000,-0.7468,-7468.0,BKNG
2001,1.1201,11201.0,BKNG
2002,-0.3483,-3483.0,BKNG
2003,0.5585,5585.0,BKNG
2004,0.2616,2616.0,BKNG
2005,0.0724,724.0,BKNG
2006,0.1081,1081.0,BKNG
2007,0.5123,5123.0,BKNG
2008,0.2885,2885.0,BKNG
2009,0.7089,7089.0,BKNG
2010,0.2396,2396.0,BKNG
2011,-0.0682,-682.0,BKNG
2012,0.0188,188.0,BKNG
2013,0.2338,2338.0,BKNG
2014,-0.0738,-738.0,BKNG
2015,0.2587,2587.0,BKNG
2016,0.0122,122.0,BKNG
2017,-0.0198,-198.0,BKNG
2018,-0.0255,-255.0,BKNG
2019,0.2367,2367.0,BKNG
2020,-0.1585,-1585.0,BKNG
2000,0.7276,7276.0,BLK
2001,0.189,1890.0,BLK
2002,0.0783,783.0,BLK
2003,0.1138,1138.0,BLK
2004,0.2385,2385.0,BLK
2005,0.1956,1956.0,BLK
2006,0.184,1840.0,BLK
2007,0.1195,1195.0,BLK
2008,0.0259,259.0,BLK
2009,0.2518,2518.0,BLK
2010,-0.0527,-527.0,BLK
2011,0.0845,845.0,BLK
2012,0.0354,354.0,BLK
2013,0.2273,2273.0,BLK
2014,0.0776,776.0,BLK
2015,-0.0005,-5.0,BLK
2016,0.0717,717.0,BLK
2017,0.1202,1202.0,BLK
2018,-0.0091,-91.0,BLK
2019,0.2681,2681.0,BLK
2020,-0.0143,-143.0,BLK
2000,0.1769,1769.0,BMY
2001,0.0265,265.0,BMY
2002,-0.4672,-4672.0,BMY
2003,0.2245,2245.0,BMY
2004,-0.1193,-1193.0,BMY
2005,-0.0268,-268.0,BMY
2006,0.004,40.0,BMY
2007,0.0284,284.0,BMY
2008,-0.0222,-222.0,BMY
2009,0.0293,293.0,BMY
2010,0.0093,93.0,BMY
2011,0.1418,1418.0,BMY
2012,0.0362,362.0,BMY
2013,0.3031,3031.0,BMY
2014,0.1275,1275.0,BMY
2015,0.0283,283.0,BMY
2016,-0.0697,-697.0,BMY
2017,-0.0081,-81.0,BMY
2018,-0.1147,-1147.0,BMY
2019,0.1794,1794.0,BMY
2020,-0.0833,-833.0,BMY
2000,0.2172,2172.0,BRK.B
2001,0.0472,472.0,BRK.B
2002,0.0267,267.0,BRK.B
2003,0.0312,312.0,BRK.B
2004,0.029,290.0,BRK.B
2005,0.0704,704.0,BRK.B
2006,0.1414,1414.0,BRK.B
2007,0.093,930.0,BRK.B
2008,-0.1788,-1788.0,BRK.B
2009,0.1506,1506.0,BRK.B
2010,0.0617,617.0,BRK.B
2011,0.0498,498.0,BRK.B
2012,0.0421,421.0,BRK.B
2013,0.0931,931.0,BRK.B
2014,0.0928,928.0,BRK.B
2015,0.0,0.0,BRK.B
2016,0.1016,1016.0,BRK.B
2017,0.0663,663.0,BRK.B
2018,0.0769,769.0,BRK.B
2019,0.0499,499.0,BRK.B
2020,-0.0839,-839.0,BRK.B
2000,0.0922,922.0,C
2001,-0.0247,-247.0,C
2002,0.168,1680.0,C
2003,0.0612,612.0,C
2004,0.0235,235.0,C
2005,0.0829,829.0,C
2006,0.0524,524.0,C
2007,-0.33,-3300.0,C
2008,-0.3208,-3208.0,C
2009,-0.6462,-6462.0,C
2010,0.2056,2056.0,C
2011,-0.1105,-1105.0,C
2012,0.2031,2031.0,C
2013,0.2213,2213.0,C
2014,0.0254,254.0,C
2015,0.1224,1224.0,C
2016,-0.1024,-1024.0,C
2017,0.1157,1157.0,C
2018,-0.1293,-1293.0,C
2019,0.3506,3506.0,C
2020,-0.2371,-2371.0,C
2000,0.0129,129.0,CAT
2001,0.276,2760.0,CAT
2002,0.046,460.0,CAT
2003,0.1495,1495.0,CAT
2004,-0.01,-100.0,CAT
2005,0.264,2640.0,CAT
2006,-0.0394,-394.0,CAT
2007,0.1047,1047.0,CAT
2008,-0.0862,-862.0,CAT
2009,0.1013,1013.0,CAT
2010,0.1498,1498.0,CAT
2011,0.1532,1532.0,CAT
2012,-0.0235,-235.0,CAT
2013,0.0387,387.0,CAT
2014,0.0311,311.0,CAT
2015,-0.1781,-1781.0,CAT
2016,0.1986,1986.0,CAT
2017,0.1786,1786.0,CAT
2018,-0.0102,-102.0,CAT
2019,0.197,1970.0,CAT
2020,-0.1375,-1375.0,CAT
2000,1.0275,10275.0,CB
2001,0.0798,798.0,CB
2002,-0.2034,-2034.0,CB
2003,0.2767,2767.0,CB
2004,0.0691,691.0,CB
2005,0.0582,582.0,CB
2006,0.0076,76.0,CB
2007,0.16,1600.0,CB
2008,-0.0512,-512.0,CB
2009,0.1678,1678.0,CB
2010,0.1362,1362.0,CB
2011,0.0289,289.0,CB
2012,0.0869,869.0,CB
2013,0.0899,899.0,CB
2014,0.1296,1296.0,CB
2015,0.0793,793.0,CB
2016,0.064,640.0,CB
2017,0.0729,729.0,CB
2018,-0.0864,-864.0,CB
2019,0.0627,627.0,CB
2020,-0.1295,-1295.0,CB
2000,0.6046,6046.0,CELG
2001,-0.0932,-932.0,CELG
2002,0.2405,2405.0,CELG
2003,0.4375,4375.0,CELG
2004,0.2781,2781.0,CELG
2005,0.3423,3423.0,CELG
2006,0.5306,5306.0,CELG
2007,-0.0697,-697.0,CELG
2008,0.2694,2694.0,CELG
2009,0.13,1300.0,CELG
2010,0.1538,1538.0,CELG
2011,-0.0135,-135.0,CELG
2012,0.0788,788.0,CELG
2013,0.3949,3949.0,CELG
2014,0.1994,1994.0,CELG
2015,0.3738,3738.0,CELG
2016,-0.0027,-27.0,CELG
2017,0.091,910.0,CELG
2018,-0.4328,-4328.0,CELG
2019,0.2431,2431.0,CELG
2009,0.026,260.0,CHTR
2010,-0.027,-270.0,CHTR
2011,0.2097,2097.0,CHTR
2012,0.0625,625.0,CHTR
2013,0.1976,1976.0,CHTR
2014,0.007,70.0,CHTR
2015,0.2379,2379.0,CHTR
2016,0.22,2200.0,CHTR
2017,0.0318,318.0,CHTR
2018,-0.0997,-997.0,CHTR
2019,0.1765,1765.0,CHTR
2020,0.0315,315.0,CHTR
2000,0.1187,1187.0,CMCSA
2001,0.0552,552.0,CMCSA
2002,-0.1594,-1594.0,CMCSA
2003,0.1697,1697.0,CMCSA
2004,-0.0388,-388.0,CMCSA
2005,-0.0572,-572.0,CMCSA
2006,0.134,1340.0,CMCSA
2007,-0.2833,-2833.0,CMCSA
2008,-0.0228,-228.0,CMCSA
2009,-0.0348,-348.0,CMCSA
2010,0.1974,1974.0,CMCSA
2011,0.0185,185.0,CMCSA
2012,0.2128,2128.0,CMCSA
2013,0.1347,1347.0,CMCSA
2014,0.0889,889.0,CMCSA
2015,0.151,1510.0,CMCSA
2016,0.1806,1806.0,CMCSA
2017,-0.0111,-111.0,CMCSA
2018,-0.0184,-184.0,CMCSA
2019,0.116,1160.0,CMCSA
2020,-0.1218,-1218.0,CMCSA
2000,0.0018,18.0,COP
2001,0.035,350.0,COP
2002,-0.0206,-206.0,COP
2003,0.14,1400.0,COP
2004,0.1668,1668.0,COP
2005,0.2059,2059.0,COP
2006,0.0988,988.0,COP
2007,0.2066,2066.0,COP
2008,-0.2148,-2148.0,COP
2009,0.0291,291.0,COP
2010,0.3177,3177.0,COP
2011,0.0222,222.0,COP
2012,0.1131,1131.0,COP
2013,0.1427,1427.0,COP
2014,0.0743,743.0,COP
2015,0.0343,343.0,COP
2016,0.1139,1139.0,COP
2017,0.2077,2077.0,COP
2018,-0.0099,-99.0,COP
2019,0.0284,284.0,COP
2020,-0.1936,-1936.0,COP
2000,0.288,2880.0,COST
2001,-0.08,-800.0,COST
2002,-0.2716,-2716.0,COST
2003,0.0726,726.0,COST
2004,0.1214,1214.0,COST
2005,0.1676,1676.0,COST
2006,-0.0089,-89.0,COST
2007,0.1456,1456.0,COST
2008,-0.2152,-2152.0,COST
2009,-0.0039,-39.0,COST
2010,0.0738,738.0,COST
2011,0.1213,1213.0,COST
2012,0.1353,1353.0,COST
2013,0.0871,871.0,COST
2014,0.0729,729.0,COST
2015,0.0082,82.0,COST
2016,0.0628,628.0,COST
2017,0.0594,594.0,COST
2018,-0.0085,-85.0,COST
2019,0.1494,1494.0,COST
2020,0.0499,499.0,COST
2004,-0.2404,-2404.0,CRM
2005,0.5992,5992.0,CRM
2006,-0.1847,-1847.0,CRM
2007,0.3181,3181.0,CRM
2008,0.2692,2692.0,CRM
2009,0.627,6270.0,CRM
2010,0.4734,4734.0,CRM
2011,0.021,210.0,CRM
2012,0.2033,2033.0,CRM
2013,0.201,2010.0,CRM
2014,0.2416,2416.0,CRM
2015,0.2024,2024.0,CRM
2016,-0.1381,-1381.0,CRM
2017,0.1852,1852.0,CRM
2018,0.1105,1105.0,CRM
2019,0.1088,1088.0,CRM
2020,0.0635,635.0,CRM
2000,0.4677,4677.0,CSCO
2001,0.0716,716.0,CSCO
2002,-0.0626,-626.0,CSCO
2003,0.4275,4275.0,CSCO
2004,-0.0414,-414.0,CSCO
2005,-0.0033,-33.0,CSCO
2006,0.0878,878.0,CSCO
2007,0.0559,559.0,CSCO
2008,-0.0751,-751.0,CSCO
2009,0.0668,668.0,CSCO
2010,0.0139,139.0,CSCO
2011,-0.0525,-525.0,CSCO
2012,0.0763,763.0,CSCO
2013,0.0518,518.0,CSCO
2014,0.1566,1566.0,CSCO
2015,0.1139,1139.0,CSCO
2016,0.0416,416.0,CSCO
2017,0.1123,1123.0,CSCO
2018,0.121,1210.0,CSCO
2019,0.0484,484.0,CSCO
2020,-0.1237,-1237.0,CSCO
2000,0.0858,858.0,CVS
2001,-0.5106,-5106.0,CVS
2002,0.0172,172.0,CVS
2003,0.2243,2243.0,CVS
2004,0.2048,2048.0,CVS
2005,0.0637,637.0,CVS
2006,0.1174,1174.0,CVS
2007,0.197,1970.0,CVS
2008,-0.2223,-2223.0,CVS
2009,0.2183,2183.0,CVS
2010,0.1363,1363.0,CVS
2011,0.0469,469.0,CVS
2012,0.0679,679.0,CVS
2013,0.1501,1501.0,CVS
2014,0.1051,1051.0,CVS
2015,-0.0435,-435.0,CVS
2016,0.0152,152.0,CVS
2017,-0.0141,-141.0,CVS
2018,0.0779,779.0,CVS
2019,0.0997,997.0,CVS
2020,-0.0542,-542.0,CVS
2000,-0.0434,-434.0,CVX
2001,0.1832,1832.0,CVX
2002,-0.1959,-1959.0,CVX
2003,0.0915,915.0,CVX
2004,0.1192,1192.0,CVX
2005,0.0343,343.0,CVX
2006,0.1008,1008.0,CVX
2007,0.2829,2829.0,CVX
2008,0.0599,599.0,CVX
2009,0.0264,264.0,CVX
2010,0.0435,435.0,CVX
2011,0.0877,877.0,CVX
2012,-0.0092,-92.0,CVX
2013,0.0416,416.0,CVX
2014,0.0003,3.0,CVX
2015,-0.0304,-304.0,CVX
2016,0.1028,1028.0,CVX
2017,0.0923,923.0,CVX
2018,-0.076,-760.0,CVX
2019,0.1297,1297.0,CVX
2020,-0.0403,-403.0,CVX
2000,-0.0658,-658.0,DIS
2001,-0.1175,-1175.0,DIS
2002,0.0893,893.0,DIS
2003,0.1138,1138.0,DIS
2004,0.0614,614.0,DIS
2005,-0.0591,-591.0,DIS
2006,0.1333,1333.0,DIS
2007,0.0128,128.0,DIS
2008,-0.189,-1890.0,DIS
2009,0.2434,2434.0,DIS
2010,0.1065,1065.0,DIS
2011,0.0286,286.0,DIS
2012,0.112,1120.0,DIS
2013,0.1425,1425.0,DIS
2014,0.1706,1706.0,DIS
2015,0.0038,38.0,DIS
2016,-0.0293,-293.0,DIS
2017,-0.0436,-436.0,DIS
2018,0.0361,361.0,DIS
2019,0.1821,1821.0,DIS
2020,-0.1189,-1189.0,DIS
2012,-0.2812,-2812.0,FB
2013,0.2375,2375.0,FB
2014,0.1369,1369.0,FB
2015,0.2259,2259.0,FB
2016,0.2248,2248.0,FB
2017,0.1887,1887.0,FB
2018,-0.1743,-1743.0,FB
2019,0.2461,2461.0,FB
2020,-0.0626,-626.0,FB
2000,0.0825,825.0,GE
2001,-0.0671,-671.0,GE
2002,-0.1456,-1456.0,GE
2003,0.0575,575.0,GE
2004,0.2342,2342.0,GE
2005,0.0,0.0,GE
2006,-0.0036,-36.0,GE
2007,0.127,1270.0,GE
2008,-0.4474,-4474.0,GE
2009,0.1319,1319.0,GE
2010,0.0041,41.0,GE
2011,0.0273,273.0,GE
2012,0.1549,1549.0,GE
2013,0.1823,1823.0,GE
2014,0.0741,741.0,GE
2015,0.2037,2037.0,GE
2016,0.0725,725.0,GE
2017,-0.3213,-3213.0,GE
2018,-0.516,-5160.0,GE
2019,0.2658,2658.0,GE
2020,-0.2398,-2398.0,GE
2000,0.1295,1295.0,GILD
2001,0.6481,6481.0,GILD
2002,0.1563,1563.0,GILD
2003,0.1862,1862.0,GILD
2004,0.074,740.0,GILD
2005,0.1646,1646.0,GILD
2006,0.1024,1024.0,GILD
2007,0.0714,714.0,GILD
2008,0.258,2580.0,GILD
2009,0.072,720.0,GILD
2010,-0.0712,-712.0,GILD
2011,0.049,490.0,GILD
2012,0.3349,3349.0,GILD
2013,0.3009,3009.0,GILD
2014,0.1306,1306.0,GILD
2015,0.1126,1126.0,GILD
2016,-0.1747,-1747.0,GILD
2017,-0.0785,-785.0,GILD
2018,-0.1139,-1139.0,GILD
2019,0.0404,404.0,GILD
2020,0.2458,2458.0,GILD
2014,-0.0234,-234.0,GOOG
2015,0.2331,2331.0,GOOG
2016,0.2807,2807.0,GOOG
2017,0.1241,1241.0,GOOG
2018,0.1074,1074.0,GOOG
2019,0.2421,2421.0,GOOG
2020,0.0343,343.0,GOOG
2004,0.3485,3485.0,GOOGL
2005,0.2791,2791.0,GOOGL
2006,0.2045,2045.0,GOOGL
2007,0.2277,2277.0,GOOGL
2008,-0.3789,-3789.0,GOOGL
2009,0.1202,1202.0,GOOGL
2010,-0.0083,-83.0,GOOGL
2011,0.0598,598.0,GOOGL
2012,0.0846,846.0,GOOGL
2013,0.2603,2603.0,GOOGL
2014,-0.0926,-926.0,GOOGL
2015,0.1645,1645.0,GOOGL
2016,0.2784,2784.0,GOOGL
2017,0.1198,1198.0,GOOGL
2018,0.0188,188.0,GOOGL
2019,0.0553,553.0,GOOGL
2020,0.0239,239.0,GOOGL
2000,0.351,3510.0,GS
2001,-0.0975,-975.0,GS
2002,-0.0391,-391.0,GS
2003,0.1206,1206.0,GS
2004,0.0157,157.0,GS
2005,0.1493,1493.0,GS
2006,0.1215,1215.0,GS
2007,0.1137,1137.0,GS
2008,-0.2919,-2919.0,GS
2009,0.6262,6262.0,GS
2010,-0.0018,-18.0,GS
2011,-0.2667,-2667.0,GS
2012,0.1714,1714.0,GS
2013,0.1324,1324.0,GS
2014,0.1407,1407.0,GS
2015,0.033,330.0,GS
2016,0.0764,764.0,GS
2017,-0.0172,-172.0,GS
2018,-0.1642,-1642.0,GS
2019,0.2084,2084.0,GS
2020,-0.0539,-539.0,GS
2000,-0.4399,-4399.0,HD
2001,0.1815,1815.0,HD
2002,-0.2571,-2571.0,HD
2003,0.1927,1927.0,HD
2004,0.16,1600.0,HD
2005,0.0525,525.0,HD
2006,-0.0012,-12.0,HD
2007,-0.2078,-2078.0,HD
2008,0.1882,1882.0,HD
2009,0.0395,395.0,HD
2010,0.1175,1175.0,HD
2011,0.1544,1544.0,HD
2012,0.1683,1683.0,HD
2013,0.081,810.0,HD
2014,0.1484,1484.0,HD
2015,0.1177,1177.0,HD
2016,-0.0111,-111.0,HD
2017,0.1567,1567.0,HD
2018,-0.1473,-1473.0,HD
2019,0.1024,1024.0,HD
2020,0.1044,1044.0,HD
2000,-0.1966,-1966.0,HON
2001,-0.202,-2020.0,HON
2002,-0.0917,-917.0,HON
2003,0.2179,2179.0,HON
2004,0.1267,1267.0,HON
2005,0.1474,1474.0,HON
2006,0.0314,314.0,HON
2007,0.2402,2402.0,HON
2008,-0.0937,-937.0,HON
2009,-0.0369,-369.0,HON
2010,0.1985,1985.0,HON
2011,-0.0152,-152.0,HON
2012,0.0569,569.0,HON
2013,0.1177,1177.0,HON
2014,0.1028,1028.0,HON
2015,0.0518,518.0,HON
2016,0.0491,491.0,HON
2017,0.0948,948.0,HON
2018,-0.0879,-879.0,HON
2019,0.0818,818.0,HON
2020,-0.158,-1580.0,HON
2000,-0.0621,-621.0,IBM
2001,0.1511,1511.0,IBM
2002,-0.0643,-643.0,IBM
2003,0.1986,1986.0,IBM
2004,-0.0173,-173.0,IBM
2005,-0.0731,-731.0,IBM
2006,-0.0068,-68.0,IBM
2007,0.0753,753.0,IBM
2008,-0.2529,-2529.0,IBM
2009,0.2369,2369.0,IBM
2010,0.0502,502.0,IBM
2011,0.1495,1495.0,IBM
2012,0.1364,1364.0,IBM
2013,0.0001,1.0,IBM
2014,-0.0463,-463.0,IBM
2015,-0.0335,-335.0,IBM
2016,0.0161,161.0,IBM
2017,-0.02,-200.0,IBM
2018,-0.1145,-1145.0,IBM
2019,0.1607,1607.0,IBM
2020,-0.04,-400.0,IBM
2000,0.3781,3781.0,INTC
2001,0.2328,2328.0,INTC
2002,-0.1978,-1978.0,INTC
2003,0.5075,5075.0,INTC
2004,-0.1568,-1568.0,INTC
2005,0.0751,751.0,INTC
2006,-0.0512,-512.0,INTC
2007,0.1547,1547.0,INTC
2008,-0.0534,-534.0,INTC
2009,0.2403,2403.0,INTC
2010,0.1055,1055.0,INTC
2011,0.2678,2678.0,INTC
2012,-0.0691,-691.0,INTC
2013,0.1742,1742.0,INTC
2014,0.2157,2157.0,INTC
2015,-0.0666,-666.0,INTC
2016,0.0071,71.0,INTC
2017,0.2111,2111.0,INTC
2018,0.1375,1375.0,INTC
2019,0.2539,2539.0,INTC
2020,-0.0969,-969.0,INTC
2000,0.0754,754.0,JNJ
2001,0.0314,314.0,JNJ
2002,0.0201,201.0,JNJ
2003,0.0403,403.0,JNJ
2004,0.1013,1013.0,JNJ
2005,-0.0346,-346.0,JNJ
2006,0.089,890.0,JNJ
2007,0.072,720.0,JNJ
2008,-0.0557,-557.0,JNJ
2009,-0.0167,-167.0,JNJ
2010,0.0,0.0,JNJ
2011,0.0396,396.0,JNJ
2012,0.0904,904.0,JNJ
2013,0.0672,672.0,JNJ
2014,0.1478,1478.0,JNJ
2015,0.0724,724.0,JNJ
2016,0.0639,639.0,JNJ
2017,0.0637,637.0,JNJ
2018,-0.0032,-32.0,JNJ
2019,0.0383,383.0,JNJ
2020,0.0769,769.0,JNJ
2000,0.0263,263.0,JPM
2001,0.003,30.0,JPM
2002,-0.419,-4190.0,JPM
2003,0.2577,2577.0,JPM
2004,0.0075,75.0,JPM
2005,-0.0385,-385.0,JPM
2006,0.0181,181.0,JPM
2007,-0.0725,-725.0,JPM
2008,0.1238,1238.0,JPM
2009,0.1642,1642.0,JPM
2010,0.017,170.0,JPM
2011,-0.1139,-1139.0,JPM
2012,0.0526,526.0,JPM
2013,0.1687,1687.0,JPM
2014,0.1938,1938.0,JPM
2015,0.0943,943.0,JPM
2016,0.0664,664.0,JPM
2017,0.1041,1041.0,JPM
2018,-0.0555,-555.0,JPM
2019,0.1753,1753.0,JPM
2020,-0.1473,-1473.0,JPM
2000,0.0984,984.0,KO
2001,-0.0569,-569.0,KO
2002,-0.074,-740.0,KO
2003,0.1487,1487.0,KO
2004,-0.0991,-991.0,KO
2005,0.0403,403.0,KO
2006,0.0602,602.0,KO
2007,0.0937,937.0,KO
2008,-0.2032,-2032.0,KO
2009,0.1774,1774.0,KO
2010,0.1057,1057.0,KO
2011,0.027,270.0,KO
2012,0.0862,862.0,KO
2013,0.0925,925.0,KO
2014,0.1192,1192.0,KO
2015,0.0786,786.0,KO
2016,0.0353,353.0,KO
2017,0.0413,413.0,KO
2018,0.0417,417.0,KO
2019,0.0532,532.0,KO
2020,0.009,90.0,KO
2000,0.2023,2023.0,LLY
2001,-0.0547,-547.0,LLY
2002,0.0616,616.0,LLY
2003,-0.0204,-204.0,LLY
2004,-0.0958,-958.0,LLY
2005,0.0028,28.0,LLY
2006,0.0773,773.0,LLY
2007,-0.0214,-214.0,LLY
2008,-0.1503,-1503.0,LLY
2009,0.0002,2.0,LLY
2010,0.0367,367.0,LLY
2011,0.212,2120.0,LLY
2012,0.0832,832.0,LLY
2013,0.0565,565.0,LLY
2014,0.1417,1417.0,LLY
2015,0.0859,859.0,LLY
2016,-0.1613,-1613.0,LLY
2017,0.0744,744.0,LLY
2018,0.1823,1823.0,LLY
2019,0.0487,487.0,LLY
2020,-0.0046,-46.0,LLY
2000,0.2208,2208.0,LMT
2001,0.2463,2463.0,LMT
2002,0.0978,978.0,LMT
2003,0.0641,641.0,LMT
