year,return_year,year_profit,ticker
2013,0.026,260.0,DE
2014,0.0,0.0,DE
2015,0.0496,496.0,DE
2016,0.0694,694.0,DE
2017,0.1133,1133.0,DE
2018,0.0552,552.0,DE
2019,0.0673,673.0,DE
2020,0.0851,851.0,DE
2000,0.2306,2306.0,DHR
2001,-0.0962,-962.0,DHR
2002,0.0402,402.0,DHR
2003,0.0925,925.0,DHR
2004,0.0624,624.0,DHR
2005,0.0,0.0,DHR
2006,0.0702,702.0,DHR
2007,0.042,420.0,DHR
2008,-0.1099,-1099.0,DHR
2009,0.0991,991.0,DHR
2010,0.056,560.0,DHR
2011,0.0482,482.0,DHR
2012,0.037,370.0,DHR
2013,0.0863,863.0,DHR
2014,0.0261,261.0,DHR
2015,0.0299,299.0,DHR
2016,0.0132,132.0,DHR
2017,0.0343,343.0,DHR
2018,0.0303,303.0,DHR
2019,0.0842,842.0,DHR
2020,0.0824,824.0,DHR
2000,0.1852,1852.0,DUK
2001,0.063,630.0,DUK
2002,-0.1408,-1408.0,DUK
2003,-0.0561,-561.0,DUK
2004,0.0945,945.0,DUK
2005,0.044,440.0,DUK
2006,0.0283,283.0,DUK
2007,0.0,0.0,DUK
2008,-0.2055,-2055.0,DUK
2009,0.0616,616.0,DUK
2010,0.0,0.0,DUK
2011,0.0522,522.0,DUK
2012,0.0151,151.0,DUK
2013,0.0155,155.0,DUK
2014,0.04,400.0,DUK
2015,0.0,0.0,DUK
2016,0.0394,394.0,DUK
2017,0.0159,159.0,DUK
2018,0.0351,351.0,DUK
2019,0.015,150.0,DUK
2020,0.111,1110.0,DUK
2000,0.3752,3752.0,EA
2001,0.2412,2412.0,EA
2002,0.1055,1055.0,EA
2003,0.2305,2305.0,EA
2004,0.1519,1519.0,EA
2005,0.1527,1527.0,EA
2006,-0.0554,-554.0,EA
2007,0.0538,538.0,EA
2008,-0.4383,-4383.0,EA
2009,0.0866,866.0,EA
2010,0.0896,896.0,EA
2011,0.1409,1409.0,EA
2012,-0.1998,-1998.0,EA
2013,0.1658,1658.0,EA
2014,0.2323,2323.0,EA
2015,0.1635,1635.0,EA
2016,0.0667,667.0,EA
2017,0.0931,931.0,EA
2018,-0.0575,-575.0,EA
2019,0.1313,1313.0,EA
2020,0.0724,724.0,EA
2000,-0.04,-400.0,EBAY
2001,0.2029,2029.0,EBAY
2002,0.0382,382.0,EBAY
2003,0.1593,1593.0,EBAY
2004,0.2089,2089.0,EBAY
2005,0.0005,5.0,EBAY
2006,-0.1697,-1697.0,EBAY
2007,0.0302,302.0,EBAY
2008,-0.2637,-2637.0,EBAY
2009,0.1805,1805.0,EBAY
2010,0.1169,1169.0,EBAY
2011,0.1558,1558.0,EBAY
2012,0.1206,1206.0,EBAY
2013,0.0137,137.0,EBAY
2014,0.0489,489.0,EBAY
2015,0.0901,901.0,EBAY
2016,0.0636,636.0,EBAY
2017,0.0433,433.0,EBAY
2018,-0.1468,-1468.0,EBAY
2019,0.0839,839.0,EBAY
2020,0.1324,1324.0,EBAY
2000,0.039,390.0,EMR
2001,-0.0833,-833.0,EMR
2002,-0.0826,-826.0,EMR
2003,0.0575,575.0,EMR
2004,0.0655,655.0,EMR
2005,0.0259,259.0,EMR
2006,0.041,410.0,EMR
2007,0.0604,604.0,EMR
2008,-0.032,-320.0,EMR
2009,0.0248,248.0,EMR
2010,0.1103,1103.0,EMR
2011,-0.0672,-672.0,EMR
2012,0.0,0.0,EMR
2013,0.0681,681.0,EMR
2014,0.0,0.0,EMR
2015,-0.1331,-1331.0,EMR
2016,0.0804,804.0,EMR
2017,0.0445,445.0,EMR
2018,0.0276,276.0,EMR
2019,0.0347,347.0,EMR
2020,-0.1494,-1494.0,EMR
2000,0.4496,4496.0,EOG
2001,0.0664,664.0,EOG
2002,0.1772,1772.0,EOG
2003,0.0313,313.0,EOG
2004,0.1244,1244.0,EOG
2005,0.2301,2301.0,EOG
2006,0.1558,1558.0,EOG
2007,0.136,1360.0,EOG
2008,0.113,1130.0,EOG
2009,0.0517,517.0,EOG
2010,0.0699,699.0,EOG
2011,-0.0439,-439.0,EOG
2012,0.0917,917.0,EOG
2013,0.1448,1448.0,EOG
2014,0.0601,601.0,EOG
2015,-0.1262,-1262.0,EOG
2016,0.2022,2022.0,EOG
2017,0.0492,492.0,EOG
2018,-0.1193,-1193.0,EOG
2019,-0.0094,-94.0,EOG
2020,-0.1397,-1397.0,EOG
2000,0.3095,3095.0,ESRX
2001,-0.1052,-1052.0,ESRX
2002,0.031,310.0,ESRX
2003,0.0677,677.0,ESRX
2004,0.1058,1058.0,ESRX
2005,0.1254,1254.0,ESRX
2006,-0.065,-650.0,ESRX
2007,0.0912,912.0,ESRX
2008,0.0,0.0,ESRX
2009,0.0559,559.0,ESRX
2010,0.0417,417.0,ESRX
2011,-0.0696,-696.0,ESRX
2012,0.0857,857.0,ESRX
2013,0.0486,486.0,ESRX
2014,0.0592,592.0,ESRX
2015,0.013,130.0,ESRX
2016,0.0,0.0,ESRX
2017,-0.1268,-1268.0,ESRX
2018,0.1198,1198.0,ESRX
2000,0.1188,1188.0,ETN
2001,0.0171,171.0,ETN
2002,0.0664,664.0,ETN
2003,0.1008,1008.0,ETN
2004,0.0776,776.0,ETN
2005,0.0,0.0,ETN
2006,0.1014,1014.0,ETN
2007,0.1136,1136.0,ETN
2008,-0.264,-2640.0,ETN
2009,0.0853,853.0,ETN
2010,0.1651,1651.0,ETN
2011,-0.1132,-1132.0,ETN
2012,0.1473,1473.0,ETN
2013,0.0865,865.0,ETN
2014,0.0142,142.0,ETN
2015,-0.1324,-1324.0,ETN
2016,0.0876,876.0,ETN
2017,0.0437,437.0,ETN
2018,0.0283,283.0,ETN
2019,0.0507,507.0,ETN
2020,-0.0205,-205.0,ETN
2000,0.1863,1863.0,EXC
2001,-0.1092,-1092.0,EXC
2002,0.0419,419.0,EXC
2003,0.1245,1245.0,EXC
2004,0.0829,829.0,EXC
2005,0.0596,596.0,EXC
2006,0.0615,615.0,EXC
2007,0.0838,838.0,EXC
2008,0.0302,302.0,EXC
2009,0.0,0.0,EXC
2010,0.0,0.0,EXC
2011,0.0,0.0,EXC
2012,-0.1364,-1364.0,EXC
2013,0.0,0.0,EXC
2014,0.1511,1511.0,EXC
2015,-0.1251,-1251.0,EXC
2016,0.0831,831.0,EXC
2017,0.0667,667.0,EXC
2018,0.0289,289.0,EXC
2019,0.0259,259.0,EXC
2020,-0.1405,-1405.0,EXC
2000,-0.0648,-648.0,F
2001,-0.0786,-786.0,F
2002,-0.1584,-1584.0,F
2003,0.0308,308.0,F
2004,0.0416,416.0,F
2005,-0.2216,-2216.0,F
2006,0.0523,523.0,F
2007,0.1037,1037.0,F
2008,-0.046,-460.0,F
2009,0.5486,5486.0,F
2010,0.2814,2814.0,F
2011,-0.0847,-847.0,F
2012,0.1039,1039.0,F
2013,0.0841,841.0,F
2014,0.0382,382.0,F
2015,0.0861,861.0,F
2016,0.0,0.0,F
2017,0.0,0.0,F
2018,-0.0361,-361.0,F
2019,0.0555,555.0,F
2020,-0.2423,-2423.0,F
2000,-0.0178,-178.0,FDX
2001,0.0723,723.0,FDX
2002,0.041,410.0,FDX
2003,0.0929,929.0,FDX
2004,0.0801,801.0,FDX
2005,0.0502,502.0,FDX
2006,0.0706,706.0,FDX
2007,0.0,0.0,FDX
2008,-0.2126,-2126.0,FDX
2009,-0.0569,-569.0,FDX
2010,0.0548,548.0,FDX
2011,-0.0793,-793.0,FDX
2012,0.0421,421.0,FDX
2013,0.0963,963.0,FDX
2014,0.062,620.0,FDX
2015,0.0,0.0,FDX
2016,0.166,1660.0,FDX
2017,0.0685,685.0,FDX
2018,-0.1282,-1282.0,FDX
2019,0.049,490.0,FDX
2020,-0.1202,-1202.0,FDX
2019,0.0222,222.0,FOXA
2020,-0.1145,-1145.0,FOXA
2000,0.0433,433.0,GD
2001,0.0979,979.0,GD
2002,0.0808,808.0,GD
2003,-0.0791,-791.0,GD
2004,0.0567,567.0,GD
2005,0.0267,267.0,GD
2006,0.0579,579.0,GD
2007,0.0552,552.0,GD
2008,-0.1003,-1003.0,GD
2009,0.0027,27.0,GD
2010,0.0279,279.0,GD
2011,0.1098,1098.0,GD
2012,0.0269,269.0,GD
2013,0.0662,662.0,GD
2014,0.1027,1027.0,GD
2015,0.0131,131.0,GD
2016,0.0941,941.0,GD
2017,0.0399,399.0,GD
2018,-0.1485,-1485.0,GD
2019,0.0995,995.0,GD
2020,-0.1384,-1384.0,GD
2010,0.0143,143.0,GM
2011,-0.0879,-879.0,GM
2012,0.1004,1004.0,GM
2013,0.0972,972.0,GM
2014,0.0,0.0,GM
2015,0.0876,876.0,GM
2016,0.0537,537.0,GM
2017,0.0983,983.0,GM
2018,0.1077,1077.0,GM
2019,0.0699,699.0,GM
2020,0.0382,382.0,GM
2000,0.1672,1672.0,HAL
2001,-0.5013,-5013.0,HAL
2002,0.2421,2421.0,HAL
2003,0.1529,1529.0,HAL
2004,0.0952,952.0,HAL
2005,0.1707,1707.0,HAL
2006,0.166,1660.0,HAL
2007,0.099,990.0,HAL
2008,-0.2812,-2812.0,HAL
2009,0.2401,2401.0,HAL
2010,0.1001,1001.0,HAL
2011,-0.0662,-662.0,HAL
2012,0.075,750.0,HAL
2013,0.1497,1497.0,HAL
2014,-0.0463,-463.0,HAL
2015,0.1664,1664.0,HAL
2016,0.1943,1943.0,HAL
2017,-0.0789,-789.0,HAL
2018,-0.2661,-2661.0,HAL
2019,0.0065,65.0,HAL
2020,-0.0317,-317.0,HAL
2000,-0.2214,-2214.0,HPQ
2001,0.0287,287.0,HPQ
2002,0.0734,734.0,HPQ
2003,0.1387,1387.0,HPQ
2004,-0.0767,-767.0,HPQ
2005,0.0898,898.0,HPQ
2006,0.0803,803.0,HPQ
2007,0.0554,554.0,HPQ
2008,-0.165,-1650.0,HPQ
2009,0.2183,2183.0,HPQ
2010,0.0,0.0,HPQ
2011,-0.2682,-2682.0,HPQ
2012,-0.2202,-2202.0,HPQ
2013,0.2481,2481.0,HPQ
2014,0.1037,1037.0,HPQ
2015,-0.121,-1210.0,HPQ
2016,-0.0098,-98.0,HPQ
2017,0.082,820.0,HPQ
2018,0.0874,874.0,HPQ
2019,-0.1091,-1091.0,HPQ
2020,-0.1331,-1331.0,HPQ
2000,0.2677,2677.0,HUM
2001,-0.0384,-384.0,HUM
2002,0.2257,2257.0,HUM
2003,0.0778,778.0,HUM
2004,0.0247,247.0,HUM
2005,0.1527,1527.0,HUM
2006,0.1644,1644.0,HUM
2007,0.0832,832.0,HUM
2008,-0.3142,-3142.0,HUM
2009,0.1385,1385.0,HUM
2010,0.1258,1258.0,HUM
2011,0.1344,1344.0,HUM
2012,-0.0902,-902.0,HUM
2013,0.1811,1811.0,HUM
2014,0.0953,953.0,HUM
2015,0.0951,951.0,HUM
2016,0.1323,1323.0,HUM
2017,0.0449,449.0,HUM
2018,0.0892,892.0,HUM
2019,0.1891,1891.0,HUM
2020,-0.0436,-436.0,HUM
2005,0.0,0.0,ICE
2006,0.3074,3074.0,ICE
2007,0.2343,2343.0,ICE
2008,0.0041,41.0,ICE
2009,0.2624,2624.0,ICE
2010,0.062,620.0,ICE
2011,0.09,900.0,ICE
2012,0.075,750.0,ICE
2013,0.1104,1104.0,ICE
2014,0.0509,509.0,ICE
2015,0.0323,323.0,ICE
2016,0.0278,278.0,ICE
2017,0.0564,564.0,ICE
2018,0.0257,257.0,ICE
2019,0.0414,414.0,ICE
2020,0.0136,136.0,ICE
2000,-0.0778,-778.0,ILMN
2001,0.0006,6.0,ILMN
2002,-0.4709,-4709.0,ILMN
2003,0.8649,8649.0,ILMN
2004,-0.0033,-33.0,ILMN
2005,0.339,3390.0,ILMN
2006,0.4211,4211.0,ILMN
2007,0.0821,821.0,ILMN
2008,-0.0238,-238.0,ILMN
2009,0.0764,764.0,ILMN
2010,0.1981,1981.0,ILMN
2011,-0.11,-1100.0,ILMN
2012,0.259,2590.0,ILMN
2013,0.1615,1615.0,ILMN
2014,0.2372,2372.0,ILMN
2015,-0.1002,-1002.0,ILMN
2016,0.1474,1474.0,ILMN
2017,0.1063,1063.0,ILMN
2018,0.1264,1264.0,ILMN
2019,0.0415,415.0,ILMN
2020,-0.1155,-1155.0,ILMN
2000,0.1505,1505.0,INTU
2001,0.265,2650.0,INTU
2002,0.1432,1432.0,INTU
2003,-0.0128,-128.0,INTU
2004,0.1021,1021.0,INTU
2005,0.0741,741.0,INTU
2006,0.0721,721.0,INTU
2007,0.0,0.0,INTU
2008,-0.1392,-1392.0,INTU
2009,0.1425,1425.0,INTU
2010,0.1128,1128.0,INTU
2011,0.0688,688.0,INTU
2012,0.0281,281.0,INTU
2013,0.1033,1033.0,INTU
2014,0.0584,584.0,INTU
2015,0.0946,946.0,INTU
2016,0.0687,687.0,INTU
2017,0.0721,721.0,INTU
2018,0.1011,1011.0,INTU
2019,0.1017,1017.0,INTU
2020,-0.0923,-923.0,INTU
2000,0.1856,1856.0,ISRG
2001,0.4899,4899.0,ISRG
2002,0.082,820.0,ISRG
2003,0.3332,3332.0,ISRG
2004,0.3159,3159.0,ISRG
2005,0.3489,3489.0,ISRG
2006,0.2213,2213.0,ISRG
2007,0.4062,4062.0,ISRG
2008,-0.1498,-1498.0,ISRG
2009,0.2033,2033.0,ISRG
2010,-0.0805,-805.0,ISRG
2011,0.1857,1857.0,ISRG
2012,0.0578,578.0,ISRG
2013,0.0387,387.0,ISRG
2014,0.2735,2735.0,ISRG
2015,0.057,570.0,ISRG
2016,0.0729,729.0,ISRG
2017,0.1265,1265.0,ISRG
2018,0.0955,955.0,ISRG
2019,0.0857,857.0,ISRG
2020,-0.0792,-792.0,ISRG
2000,0.0323,323.0,ITW
2001,0.1991,1991.0,ITW
2002,0.0279,279.0,ITW
2003,0.0656,656.0,ITW
2004,0.0331,331.0,ITW
2005,0.0,0.0,ITW
2006,0.0621,621.0,ITW
2007,0.0843,843.0,ITW
2008,-0.1339,-1339.0,ITW
2009,0.0171,171.0,ITW
2010,0.0962,962.0,ITW
2011,-0.0689,-689.0,ITW
2012,0.0549,549.0,ITW
2013,0.0811,811.0,ITW
2014,0.0266,266.0,ITW
2015,0.0472,472.0,ITW
2016,0.0714,714.0,ITW
2017,0.0716,716.0,ITW
2018,0.0133,133.0,ITW
2019,0.1178,1178.0,ITW
2020,0.1385,1385.0,ITW
2000,0.2584,2584.0,JCI
2001,0.0713,713.0,JCI
2002,-0.5376,-5376.0,JCI
2003,0.0648,648.0,JCI
2004,0.081,810.0,JCI
2005,0.0,0.0,JCI
2006,0.0,0.0,JCI
2007,-0.1495,-1495.0,JCI
2008,-0.0569,-569.0,JCI
2009,0.2083,2083.0,JCI
2010,0.0305,305.0,JCI
2011,0.058,580.0,JCI
2012,0.0774,774.0,JCI
2013,0.0878,878.0,JCI
2014,0.0298,298.0,JCI
2015,-0.1555,-1555.0,JCI
2016,0.1158,1158.0,JCI
2017,0.0,0.0,JCI
2018,-0.1382,-1382.0,JCI
2019,0.0719,719.0,JCI
2020,-0.1578,-1578.0,JCI
2012,0.0,0.0,KHC
2013,0.0596,596.0,KHC
2014,0.0259,259.0,KHC
2015,0.0878,878.0,KHC
2016,0.0424,424.0,KHC
2017,0.0252,252.0,KHC
2018,-0.2697,-2697.0,KHC
2019,-0.0628,-628.0,KHC
2020,-0.0689,-689.0,KHC
2000,0.2059,2059.0,KMB
2001,0.0,0.0,KMB
2002,-0.1485,-1485.0,KMB
2003,0.0597,597.0,KMB
2004,0.0426,426.0,KMB
2005,0.0,0.0,KMB
2006,0.0365,365.0,KMB
2007,0.0133,133.0,KMB
2008,0.0,0.0,KMB
2009,-0.0709,-709.0,KMB
2010,0.0,0.0,KMB
2011,0.0268,268.0,KMB
2012,0.0385,385.0,KMB
2013,0.073,730.0,KMB
2014,0.0155,155.0,KMB
2015,0.0132,132.0,KMB
2016,0.0267,267.0,KMB
2017,0.0,0.0,KMB
2018,0.0731,731.0,KMB
2019,0.0497,497.0,KMB
2020,0.035,350.0,KMB
2000,0.1891,1891.0,LRCX
2001,0.3929,3929.0,LRCX
2002,-0.2563,-2563.0,LRCX
2003,0.4229,4229.0,LRCX
2004,-0.0537,-537.0,LRCX
2005,0.1146,1146.0,LRCX
2006,0.1407,1407.0,LRCX
2007,0.0572,572.0,LRCX
2008,-0.1738,-1738.0,LRCX
2009,0.2306,2306.0,LRCX
2010,0.1668,1668.0,LRCX
2011,-0.0966,-966.0,LRCX
2012,0.0548,548.0,LRCX
2013,0.1572,1572.0,LRCX
2014,0.1076,1076.0,LRCX
2015,0.0349,349.0,LRCX
2016,0.1203,1203.0,LRCX
2017,0.1868,1868.0,LRCX
2018,-0.0499,-499.0,LRCX
2019,0.1974,1974.0,LRCX
2020,-0.0553,-553.0,LRCX
2000,0.1203,1203.0,MAR
2001,-0.0304,-304.0,MAR
2002,-0.0374,-374.0,MAR
2003,0.1066,1066.0,MAR
2004,0.0706,706.0,MAR
2005,0.034,340.0,MAR
2006,0.1215,1215.0,MAR
2007,-0.1211,-1211.0,MAR
2008,-0.4484,-4484.0,MAR
2009,0.1102,1102.0,MAR
2010,0.1504,1504.0,MAR
2011,-0.1263,-1263.0,MAR
2012,0.0668,668.0,MAR
2013,0.0912,912.0,MAR
2014,0.17,1700.0,MAR
2015,0.0178,178.0,MAR
2016,-0.0444,-444.0,MAR
2017,0.1157,1157.0,MAR
2018,0.0128,128.0,MAR
2019,0.0515,515.0,MAR
2020,-0.0658,-658.0,MAR
2000,0.217,2170.0,MET
2001,0.0,0.0,MET
2002,-0.06,-600.0,MET
2003,0.0427,427.0,MET
2004,0.0428,428.0,MET
2005,0.0604,604.0,MET
2006,0.0449,449.0,MET
2007,0.0417,417.0,MET
2008,0.2857,2857.0,MET
2009,0.3308,3308.0,MET
2010,0.1221,1221.0,MET
2011,-0.0495,-495.0,MET
2012,0.0843,843.0,MET
2013,0.1411,1411.0,MET
2014,0.0522,522.0,MET
2015,0.051,510.0,MET
2016,-0.01,-100.0,MET
2017,0.0286,286.0,MET
2018,0.0,0.0,MET
2019,0.0983,983.0,MET
2020,-0.0835,-835.0,MET
2000,0.2153,2153.0,MMC
2001,0.023,230.0,MMC
2002,0.1059,1059.0,MMC
2003,0.0658,658.0,MMC
2004,-0.2188,-2188.0,MMC
2005,0.0503,503.0,MMC
2006,0.0393,393.0,MMC
2007,0.0,0.0,MMC
2008,-0.0736,-736.0,MMC
2009,0.0372,372.0,MMC
2010,0.0279,279.0,MMC
2011,0.0796,796.0,MMC
2012,0.0299,299.0,MMC
2013,0.0871,871.0,MMC
2014,0.0394,394.0,MMC
2015,0.0128,128.0,MMC
2016,0.0416,416.0,MMC
2017,0.0551,551.0,MMC
2018,0.0,0.0,MMC
2019,0.0675,675.0,MMC
2020,0.0983,983.0,MMC
2000,0.23,2300.0,NOC
2001,0.1377,1377.0,NOC
2002,-0.0326,-326.0,NOC
2003,0.0,0.0,NOC
2004,0.0796,796.0,NOC
2005,0.0,0.0,NOC
2006,0.0537,537.0,NOC
2007,0.0401,401.0,NOC
2008,-0.0994,-994.0,NOC
2009,0.1901,1901.0,NOC
2010,0.0758,758.0,NOC
2011,0.0177,177.0,NOC
2012,0.0374,374.0,NOC
2013,0.1302,1302.0,NOC
2014,0.0708,708.0,NOC
2015,0.0665,665.0,NOC
2016,0.0641,641.0,NOC
2017,0.0528,528.0,NOC
2018,-0.1032,-1032.0,NOC
2019,0.1098,1098.0,NOC
2020,0.0138,138.0,NOC
2000,-0.1528,-1528.0,NSC
2001,-0.0111,-111.0,NSC
2002,0.1476,1476.0,NSC
2003,0.0777,777.0,NSC
2004,0.1055,1055.0,NSC
2005,0.1104,1104.0,NSC
2006,0.1685,1685.0,NSC
2007,0.0704,704.0,NSC
2008,0.1044,1044.0,NSC
2009,-0.147,-1470.0,NSC
2010,0.0832,832.0,NSC
2011,0.0831,831.0,NSC
2012,0.0136,136.0,NSC
2013,0.077,770.0,NSC
2014,0.0587,587.0,NSC
2015,-0.1137,-1137.0,NSC
2016,0.1506,1506.0,NSC
2017,0.071,710.0,NSC
2018,0.0939,939.0,NSC
2019,0.1091,1091.0,NSC
2020,-0.0787,-787.0,NSC
2000,0.2522,2522.0,OXY
2001,0.046,460.0,OXY
2002,0.0864,864.0,OXY
2003,0.0915,915.0,OXY
2004,0.0875,875.0,OXY
2005,0.1293,1293.0,OXY
2006,0.114,1140.0,OXY
2007,0.1764,1764.0,OXY
2008,-0.0808,-808.0,OXY
2009,0.1295,1295.0,OXY
2010,0.0956,956.0,OXY
2011,-0.0119,-119.0,OXY
2012,0.0153,153.0,OXY
2013,0.036,360.0,OXY
2014,0.0152,152.0,OXY
2015,-0.1124,-1124.0,OXY
2016,0.0,0.0,OXY
2017,0.0,0.0,OXY
2018,-0.0872,-872.0,OXY
2019,-0.115,-1150.0,OXY
2020,-0.1245,-1245.0,OXY
2001,0.0262,262.0,PRU
2002,0.0184,184.0,PRU
2003,0.1266,1266.0,PRU
2004,0.0647,647.0,PRU
2005,0.0877,877.0,PRU
2006,0.0347,347.0,PRU
2007,0.088,880.0,PRU
2008,-0.1238,-1238.0,PRU
2009,0.2419,2419.0,PRU
2010,0.0787,787.0,PRU
2011,0.1469,1469.0,PRU
2012,0.065,650.0,PRU
2013,0.1377,1377.0,PRU
2014,0.0503,503.0,PRU
2015,0.0368,368.0,PRU
2016,-0.0204,-204.0,PRU
2017,0.0259,259.0,PRU
2018,-0.1323,-1323.0,PRU
2019,0.0451,451.0,PRU
2020,-0.2352,-2352.0,PRU
2012,0.1556,1556.0,PSX
2013,0.123,1230.0,PSX
2014,0.0434,434.0,PSX
2015,0.1319,1319.0,PSX
2016,0.0716,716.0,PSX
2017,0.0304,304.0,PSX
2018,-0.1002,-1002.0,PSX
2019,0.1267,1267.0,PSX
2020,-0.2097,-2097.0,PSX
2000,0.1327,1327.0,SO
2001,0.0526,526.0,SO
2002,0.0357,357.0,SO
2003,0.0492,492.0,SO
2004,0.0132,132.0,SO
2005,0.0258,258.0,SO
2006,0.0,0.0,SO
2007,0.0137,137.0,SO
2008,0.061,610.0,SO
2009,0.072,720.0,SO
2010,0.0266,266.0,SO
2011,0.0551,551.0,SO
2012,0.0141,141.0,SO
2013,0.0,0.0,SO
2014,0.0511,511.0,SO
2015,0.0,0.0,SO
2016,0.0499,499.0,SO
2017,0.0,0.0,SO
2018,0.0,0.0,SO
2019,0.0934,934.0,SO
2020,0.1191,1191.0,SO
2000,0.0428,428.0,SPG
2001,0.0653,653.0,SPG
2002,0.0489,489.0,SPG
2003,0.0631,631.0,SPG
2004,0.1243,1243.0,SPG
2005,0.0539,539.0,SPG
2006,0.067,670.0,SPG
2007,0.1265,1265.0,SPG
2008,0.039,390.0,SPG
2009,0.3427,3427.0,SPG
2010,0.0996,996.0,SPG
2011,0.0977,977.0,SPG
2012,0.0564,564.0,SPG
2013,0.0261,261.0,SPG
2014,0.0529,529.0,SPG
2015,0.0722,722.0,SPG
2016,0.0287,287.0,SPG
2017,0.0,0.0,SPG
2018,-0.0995,-995.0,SPG
2019,0.0,0.0,SPG
2020,-0.1691,-1691.0,SPG
2000,0.1562,1562.0,SPGI
2001,0.0518,518.0,SPGI
2002,0.0782,782.0,SPGI
2003,0.0497,497.0,SPGI
2004,0.0744,744.0,SPGI
2005,0.0406,406.0,SPGI
2006,0.0974,974.0,SPGI
2007,-0.1196,-1196.0,SPGI
2008,0.1747,1747.0,SPGI
2009,0.0694,694.0,SPGI
2010,0.0678,678.0,SPGI
2011,0.077,770.0,SPGI
2012,0.0603,603.0,SPGI
2013,0.1177,1177.0,SPGI
2014,0.0574,574.0,SPGI
2015,0.031,310.0,SPGI
2016,0.092,920.0,SPGI
2017,0.1098,1098.0,SPGI
2018,0.0548,548.0,SPGI
2019,0.1066,1066.0,SPGI
2020,0.1622,1622.0,SPGI
2000,0.3168,3168.0,STT
2001,-0.1752,-1752.0,STT
2002,-0.0498,-498.0,STT
2003,-0.003,-30.0,STT
2004,0.0144,144.0,STT
2005,0.0526,526.0,STT
2006,0.0795,795.0,STT
2007,0.0806,806.0,STT
2008,0.3161,3161.0,STT
2009,0.6625,6625.0,STT
2010,-0.0812,-812.0,STT
2011,-0.088,-880.0,STT
2012,0.0703,703.0,STT
2013,0.107,1070.0,STT
2014,0.0696,696.0,STT
2015,0.0,0.0,STT
2016,0.0021,21.0,STT
2017,0.0448,448.0,STT
2018,-0.1304,-1304.0,STT
2019,0.0218,218.0,STT
2020,-0.1356,-1356.0,STT
2000,0.1663,1663.0,STZ
2001,0.2026,2026.0,STZ
2002,0.1359,1359.0,STZ
2003,0.1464,1464.0,STZ
2004,0.0825,825.0,STZ
2005,0.1486,1486.0,STZ
2006,0.014,140.0,STZ
2007,0.1039,1039.0,STZ
2008,-0.0334,-334.0,STZ
2009,-0.0425,-425.0,STZ
2010,0.0704,704.0,STZ
2011,0.0467,467.0,STZ
2012,0.2384,2384.0,STZ
2013,0.2457,2457.0,STZ
2014,0.0974,974.0,STZ
2015,0.0945,945.0,STZ
2016,0.0485,485.0,STZ
2017,0.1095,1095.0,STZ
2018,0.0,0.0,STZ
2019,-0.0387,-387.0,STZ
2020,-0.1862,-1862.0,STZ
2000,0.2875,2875.0,SYK
2001,0.0711,711.0,SYK
2002,0.1104,1104.0,SYK
2003,0.0579,579.0,SYK
2004,0.0723,723.0,SYK
2005,0.0399,399.0,SYK
2006,0.0356,356.0,SYK
2007,0.089,890.0,SYK
2008,-0.1284,-1284.0,SYK
2009,-0.0878,-878.0,SYK
2010,0.0378,378.0,SYK
2011,0.0549,549.0,SYK
2012,0.1177,1177.0,SYK
2013,0.0727,727.0,SYK
2014,0.0649,649.0,SYK
2015,0.0144,144.0,SYK
2016,0.0443,443.0,SYK
2017,0.0682,682.0,SYK
2018,0.0295,295.0,SYK
2019,0.1138,1138.0,SYK
2020,-0.1288,-1288.0,SYK
2007,0.0349,349.0,TEL
2008,-0.337,-3370.0,TEL
2009,0.1051,1051.0,TEL
2010,0.1399,1399.0,TEL
2011,0.0513,513.0,TEL
2012,0.0893,893.0,TEL
2013,0.0917,917.0,TEL
2014,0.0938,938.0,TEL
2015,0.0261,261.0,TEL
2016,0.0382,382.0,TEL
2017,0.0773,773.0,TEL
2018,-0.0964,-964.0,TEL
2019,0.0559,559.0,TEL
2020,-0.1257,-1257.0,TEL
2000,-0.0337,-337.0,TGT
2001,-0.0025,-25.0,TGT
2002,-0.0237,-237.0,TGT
2003,0.0788,788.0,TGT
2004,0.0621,621.0,TGT
2005,0.0287,287.0,TGT
2006,0.0472,472.0,TGT
2007,0.0402,402.0,TGT
2008,0.1515,1515.0,TGT
2009,0.2606,2606.0,TGT
2010,0.042,420.0,TGT
2011,0.0136,136.0,TGT
2012,0.0496,496.0,TGT
2013,0.0394,394.0,TGT
2014,0.0385,385.0,TGT
2015,0.0282,282.0,TGT
2016,0.081,810.0,TGT
2017,-0.0948,-948.0,TGT
2018,0.0811,811.0,TGT
2019,0.191,1910.0,TGT
2020,0.0832,832.0,TGT
2000,0.3831,3831.0,TJX
2001,0.1235,1235.0,TJX
2002,0.1136,1136.0,TJX
2003,0.0709,709.0,TJX
2004,0.0442,442.0,TJX
2005,0.0368,368.0,TJX
2006,0.0638,638.0,TJX
2007,0.0278,278.0,TJX
2008,-0.0236,-236.0,TJX
2009,0.1808,1808.0,TJX
2010,0.0474,474.0,TJX
2011,0.0875,875.0,TJX
2012,0.0857,857.0,TJX
2013,0.0874,874.0,TJX
2014,0.0492,492.0,TJX
2015,0.0319,319.0,TJX
2016,0.0267,267.0,TJX
2017,0.0,0.0,TJX
2018,0.1286,1286.0,TJX
2019,0.0651,651.0,TJX
2020,-0.0601,-601.0,TJX
