ticker,total_profit,return_year_mean,return_year_std,sharpe
AON,18407.0,0.08765238095238095,0.09532072986475772,0.9195521380999
APD,17673.0,0.08415714285714285,0.1467925506460395,0.5733066322968307
ATVI,24885.0,0.11850000000000001,0.19179976413908734,0.6178318337976028
BDX,13418.0,0.0638952380952381,0.09320728295778118,0.6855176555696817
BIIB,29464.0,0.1403047619047619,0.23037174817732453,0.6090363207070202
BK,5505.0,0.026214285714285707,0.19112202107233878,0.13715994403577245
BSX,18653.0,0.08882380952380953,0.20371517442313777,0.4360196032295226
CCI,12238.0,0.058276190476190474,0.3190088697151164,0.18267890334282147
CI,16140.0,0.07685714285714286,0.23911713919855976,0.321420468289066
CL,7057.0,0.0336047619047619,0.06283044057651155,0.534848420549269
CME,19288.0,0.1015157894736842,0.14049890152467345,0.7225379584612389
COF,30078.0,0.1432285714285714,0.18787522491285125,0.7623600796486611
CSX,17358.0,0.08265714285714286,0.12472324246460381,0.6627244547510924
CTSH,20298.0,0.09665714285714287,0.19550424808788214,0.4943991949151612
D,8843.0,0.04210952380952381,0.09258325419273239,0.45482872876625813
DAL,10063.0,0.07187857142857143,0.23508803572452666,0.30575172065667294
DE,17358.0,0.08265714285714286,0.12472324246460381,0.6627244547510924
DHR,16758.0,0.07979999999999998,0.07312079373331827,1.091344827177912
DUK,4417.0,0.021033333333333334,0.14047236750245945,0.14973288844843505
EA,16994.0,0.08092380952380954,0.21644793700358192,0.37387193726161666
EBAY,25226.0,0.12012380952380955,0.21203923020845056,0.566516910128936
EMR,5191.0,0.024719047619047613,0.13069585419536028,0.18913413720146252
EOG,26954.0,0.12835238095238094,0.16913282359772921,0.7588851071135562
ESRX,14427.0,0.07593157894736842,0.15580007787523079,0.4873654749272759
ETN,13953.0,0.06644285714285714,0.15947041096325398,0.4166469299321443
EXC,10896.0,0.0518857142857143,0.1262803317103291,0.410877241000075
F,868.0,0.004133333333333335,0.21054858128081766,0.019631257110303352
FDX,10020.0,0.0477142857142857,0.11157036338739135,0.4276609331154866
FOXA,154.0,0.0076999999999999985,0.13840000000000002,0.055635838150288996
GD,7353.0,0.03501428571428571,0.09558951071024022,0.3662984092514529
GM,-3892.0,-0.03538181818181819,0.1759328426530048,-0.2011097964898022
HAL,1006.0,0.004790476190476189,0.2509950083069608,0.019085942078248635
HPQ,73.0,0.00034761904761904767,0.18771288769985073,0.0018518656437425
HUM,34811.0,0.16576666666666667,0.17275604691596685,0.9595419067866261
ICE,19139.0,0.11961875000000001,0.14924092191298438,0.8015144135181923
ILMN,41338.0,0.19684761904761908,0.30117050007160184,0.6536085672428724
INTU,20478.0,0.09751428571428569,0.13090780210919906,0.7449081272706911
ISRG,29872.0,0.14224761904761904,0.28642457100479957,0.4966320401514555
ITW,13224.0,0.06297142857142857,0.13209664262651521,0.47670726007375885
JCI,4672.0,0.022247619047619054,0.18466710491364782,0.12047418547023989
KHC,358.0,0.003977777777777776,0.12476867286460598,0.03188122215657694
KMB,7603.0,0.036204761904761906,0.07691492192948973,0.4707118072349072
LRCX,27772.0,0.13224761904761903,0.35762232355357076,0.3697968788232224
MAR,14284.0,0.06801904761904762,0.15429218607825626,0.4408457054626777
MET,16791.0,0.07995714285714287,0.16163164933894353,0.49468741539271044
MMC,11308.0,0.05384761904761905,0.09034398611786178,0.5960288156576358
NOC,13855.0,0.06597619047619048,0.10681641975063887,0.6176596316391317
NSC,12035.0,0.057309523809523796,0.12329671105474022,0.4648098340926548
OXY,16528.0,0.07870476190476189,0.14556516615032555,0.5406840385390229
PRU,5781.0,0.028905000000000007,0.22502682167910565,0.12845135430664048
PSX,4630.0,0.05144444444444444,0.16167505896506743,0.3181965404791339
SO,9515.0,0.045309523809523806,0.06316259369777641,0.7173474228484523
SPG,12342.0,0.05877142857142855,0.14505868481692616,0.40515622105358295
SPGI,9885.0,0.04707142857142856,0.1775853145549435,0.26506374521675347
STT,11931.0,0.05681428571428573,0.1580789624439221,0.35940446999353487
STZ,18075.0,0.08607142857142856,0.13316394529500322,0.6463568526807403
SYK,13531.0,0.06443333333333333,0.13519901145501284,0.47658139390148846
TEL,8660.0,0.061857142857142854,0.13806916338397585,0.4480156273933208
TGT,13540.0,0.06447619047619046,0.12275214246898351,0.525255113103073
TJX,21994.0,0.10473333333333334,0.13530078426314543,0.7740777993543505
TRV,14133.0,0.06730000000000001,0.09509107413922918,0.7077425574293292
VLO,19291.0,0.09186190476190473,0.16624442268107031,0.5525713481416223
VRTX,26144.0,0.1244952380952381,0.31148811866997816,0.3996789303772478
WBA,7101.0,0.03381428571428571,0.12373480584245787,0.27328030689553007
ZTS,5455.0,0.0681875,0.10110224326764466,0.674441019270853
A,4989.0,0.023757142857142855,0.16765782208451369,0.14170017576136262
AAL,11107.0,0.06941875,0.2984758956321892,0.23257740747529068
AAP,16825.0,0.084125,0.12276514112320322,0.6852515236028998
ABC,17555.0,0.0835952380952381,0.16508011179623547,0.5063919401655289
ABMD,16898.0,0.08046666666666667,0.27931583988864367,0.28808486729125976
ADI,18328.0,0.08727619047619048,0.20464810658382518,0.42646957224811455
ADM,9995.0,0.0475952380952381,0.13121413787135996,0.3627294959777858
ADS,12520.0,0.06259999999999999,0.18249861095361797,0.34301630940034816
ADSK,14993.0,0.07139523809523811,0.23173035330743988,0.3080961862623023
AEE,7007.0,0.03336666666666667,0.0793277549059136,0.4206178115873957
AEP,6698.0,0.031895238095238095,0.10296306076494702,0.3097736009232603
AFL,17887.0,0.08517619047619047,0.10265509012389337,0.8297317782624535
AIV,12009.0,0.05718571428571429,0.14563996797620096,0.3926512418284726
AIZ,13943.0,0.08201764705882353,0.11311988037316932,0.7250506877151642
AJG,9361.0,0.044576190476190485,0.08600241361376022,0.5183132496302217
AKAM,21563.0,0.10268095238095237,0.3808684370013547,0.2695969064524692
ALB,13896.0,0.06617142857142858,0.1703592119271376,0.3884229553710897
ALGN,31861.0,0.159305,0.32381527677828914,0.4919625830657565
ALK,22756.0,0.10836190476190477,0.19563495762258576,0.5538984753990335
ALL,10213.0,0.04863333333333333,0.09996009838851334,0.4865274656324458
ALLE,5589.0,0.0698625,0.06983349728998255,1.0004153122948578
ALXN,26453.0,0.12596666666666667,0.19067639335829434,0.6606306341759174
AMCR,229.0,0.0025444444444444447,0.11492660567230732,0.022139733698387242
AMD,31006.0,0.14764761904761906,0.4311369339637517,0.34246107771419254
AME,20554.0,0.09787619047619048,0.1055822762216945,0.9270134531924344
AMP,16877.0,0.10548125,0.22834109961510982,0.4619459667041915
ANET,9760.0,0.13942857142857143,0.12239684536417611,1.1391516751409696
ANSS,38674.0,0.18416190476190478,0.2613132593289782,0.7047553011079918
AOS,17106.0,0.08145714285714285,0.13771648437288547,0.5914843326713666
APA,10118.0,0.04818095238095238,0.17063582669379232,0.28236129137999594
APH,15117.0,0.07198571428571429,0.18554830788186438,0.38796211675261644
APTV,8705.0,0.08704999999999999,0.15836581228282826,0.5496767183850002
ARE,10517.0,0.05008095238095237,0.10437970802177987,0.4797958657874621
ATO,12327.0,0.05869999999999999,0.07167531952193468,0.8189708869318137
AVB,9487.0,0.04517619047619048,0.12330240373342242,0.36638531860141665
AVY,11418.0,0.05437142857142857,0.10729620835113705,0.5067413789077513
AWK,10952.0,0.08424615384615385,0.05389462104435649,1.5631644162933693
AZO,19495.0,0.09283333333333334,0.10250458448903561,0.9056505501299138
BAX,10056.0,0.04788571428571429,0.1112157803367776,0.43056582564730794
BBY,13081.0,0.0622904761904762,0.23849105784326968,0.26118579352108007
BF.B,16800.0,0.07999999999999999,0.07957802999033627,1.0053025943179916
BLL,17345.0,0.5781666666666666,0.8287578549988062,0.6976303912890207
BR,19002.0,0.09048571428571428,0.11096171920645291,0.8154678472253892
BWA,7024.0,0.05017142857142857,0.18593515931471313,0.2698329286206091
BXP,16882.0,0.08039047619047619,0.23497666936824235,0.34212109826313314
CDNS,14509.0,0.0690904761904762,0.10444494519106093,0.6615013877798407
CHRW,15161.0,0.07219523809523809,0.25267993395784977,0.28571812951035985
COG,18596.0,0.08855238095238095,0.12302118137036255,0.7198141000271226
CPB,19209.0,0.09147142857142856,0.23587960234560573,0.38778863310701445
ECL,3983.0,0.018966666666666666,0.08583604711382616,0.22096388760208396
LNT,16861.0,0.0802904761904762,0.060418586739369916,1.3289035795694537
LYB,10813.0,0.051490476190476184,0.09206119551049109,0.5593070555401211
PGR,4381.0,0.03982727272727272,0.11989645601638631,0.3321805668870605
SHW,13284.0,0.06325714285714285,0.1033377337224131,0.6121398310036955
WM,14978.0,0.07132380952380954,0.08134480932754805,0.8768083681481466
BEN,11767.0,0.056033333333333324,0.07750317556218082,0.7229811285394075
ES,3335.0,0.01588095238095238,0.17001846291631478,0.09340722241895096
EXPD,7486.0,0.03564761904761905,0.0887318948349337,0.40174526999489485
EXPE,13054.0,0.062161904761904745,0.13047858965468873,0.4764145974172167
EXR,15066.0,0.09416250000000001,0.2519340560419532,0.3737585203023114
FAST,18590.0,0.1093529411764706,0.12607861747920274,0.8673393106845328
FBHS,20552.0,0.09786666666666667,0.1252098403760029,0.7816212078281932
FCX,9805.0,0.09805,0.20105143744823115,0.48768614263326
FE,10982.0,0.052295238095238075,0.37399998532746404,0.13982684531243983
FFIV,9351.0,0.04452857142857142,0.0983443083924905,0.4527823943899084
FIS,24513.0,0.11672857142857142,0.2780448202013775,0.41981926275062154
FISV,12701.0,0.063505,0.14126878804251136,0.4495331267433946
FITB,18545.0,0.08830952380952381,0.1043297971624776,0.8464458497124778
FLIR,8191.0,0.03900476190476191,0.1793242433778505,0.21750969735071327
FLS,32636.0,0.1554095238095238,0.3434474076391594,0.45249875338352746
FLT,20510.0,0.09766666666666668,0.22228467662058368,0.43937651551831125
FMC,10476.0,0.09523636363636362,0.15697506618873802,0.6066973943610685
FRC,24218.0,0.11532380952380954,0.13061104345039823,0.8829560386109749
FRT,-1644.0,-0.0822,0.010700000000000001,-7.6822429906542045
FTNT,6777.0,0.061609090909090905,0.05242708277469253,1.1751386430150694
FTV,16431.0,0.07824285714285714,0.11192492624811624,0.6990655233438138
GIS,20793.0,0.17327499999999998,0.12609638591833894,1.3741472345782717
GL,1774.0,0.03548,0.06334702518666524,0.5600894421711322
GPC,9747.0,0.04641428571428572,0.07386306046110105,0.6283829213755522
GPN,-722.0,-0.024066666666666667,0.10172716232922038,-0.23658053675752333
GPS,13459.0,0.06409047619047618,0.0847809384728942,0.7559538422774941
GRMN,24152.0,0.12076,0.12737493238467293,0.9480672353591851
GWW,202.0,0.0009619047619047643,0.1588143104868686,0.0060567889565864945
HAS,14642.0,0.06972380952380954,0.3038965361289954,0.22943272210978333
HBAN,18955.0,0.09026190476190477,0.1348248686831161,0.6694751913613999
HBI,11711.0,0.055766666666666666,0.15879538596311482,0.3511856867152312
HCA,6069.0,0.02890000000000001,0.1439639075138858,0.20074475956560506
HES,-3554.0,-0.02369333333333333,0.21093698100512287,-0.11232422698207627
HFC,16883.0,0.16882999999999998,0.20560509259257176,0.8211372484559732
HIG,17800.0,0.08476190476190475,0.1744531250349707,0.4858720916860243
HII,23932.0,0.11396190476190479,0.22895773258542196,0.49774210931874374
HLT,22440.0,0.10685714285714287,0.27827634701160364,0.383996498461607
HOG,8714.0,0.08714,0.11817175804734395,0.7374012322393351
HOLX,1591.0,0.0198875,0.11273954982059313,0.17640215906172907
HP,9557.0,0.04550952380952383,0.23264142223144282,0.19562089748681463
HPE,29586.0,0.1408857142857143,0.16874014760858183,0.834927053711722
HRB,11392.0,0.05424761904761906,0.2618422255209416,0.2071767414124749
HRL,4539.0,0.07565000000000001,0.136085913427266,0.5558988296054077
HSIC,8379.0,0.039900000000000005,0.14761776251360745,0.2702926756278535
HST,13775.0,0.06559523809523811,0.10106659509447684,0.6490298603007237
HSY,17731.0,0.08443333333333333,0.1450853257432734,0.5819563963535294
HWM,16008.0,0.07622857142857142,0.20310970327541186,0.375307384134215
IDXX,7858.0,0.03741904761904763,0.07598561028590572,0.4924491292266207
IEX,62.0,0.0012400000000000078,0.2911329703073837,0.004259222164672013
INCY,22053.0,0.1050142857142857,0.10041124147706763,1.0458419213775914
INFO,16414.0,0.07816190476190477,0.09377936353453947,0.8334659333992739
IP,25514.0,0.12149523809523807,0.3109945742539884,0.39066674518897954
IPG,4506.0,0.06437142857142857,0.09942051691513916,0.6474662430730781
IPGP,9624.0,0.045828571428571434,0.17213508854235093,0.26623608130480664
IQV,8721.0,0.04152857142857143,0.19098594349387313,0.21744307810749264
IR,16864.0,0.11242666666666666,0.18848542814292626,0.5964740498741093
IRM,7707.0,0.09633749999999999,0.10944857168437602,0.8802079233872026
IT,13242.0,0.06305714285714287,0.14963063593691084,0.421418665117014
IVZ,2695.0,0.012833333333333332,0.11536550748581795,0.11124064387192119
J,19227.0,0.09155714285714285,0.1634146131235298,0.5602751253826497
JBHT,12039.0,0.05732857142857143,0.19965859227538332,0.2871330042711099
JNPR,2448.0,0.08159999999999999,0.08684917961615987,0.9395598249821213
K,25356.0,0.12074285714285715,0.17370419731044295,0.6951061575505072
KEY,15636.0,0.07445714285714287,0.32124988430078116,0.2317732908113045
KEYS,10094.0,0.04806666666666666,0.056407254965105444,0.8521362490764987
KIM,12570.0,0.059857142857142866,0.15080355740223791,0.3969212920984753
KLAC,5923.0,0.08461428571428573,0.09388163411706144,0.9012868865147765
KMI,10360.0,0.049333333333333326,0.14205422282432234,0.3472852292067627
KR,20798.0,0.09903809523809524,0.15835024614289278,0.625436951633942
KSS,-586.0,-0.005859999999999999,0.17994467594235736,-0.032565564773237105
KSU,15172.0,0.07224761904761905,0.10893280855667567,0.6632310320910342
L,10683.0,0.050871428571428574,0.203834538740797,0.24957217204547671
LB,7905.0,0.037642857142857145,0.10083682042657581,0.37330468159958236
LDOS,7565.0,0.03602380952380953,0.10878603685243321,0.331143688713243
LEG,4734.0,0.02254285714285715,0.15532723543547414,0.14513138716243926
LEN,10552.0,0.07034666666666665,0.12157265518564975,0.5786388934192684
LH,5755.0,0.02740476190476191,0.14176966387902556,0.19330483796693526
LHX,34613.0,0.16482380952380954,0.22153475467371858,0.7440088114687278
LIN,23540.0,0.11209523809523808,0.1995073395861737,0.561860221923417
LKQ,2399.0,0.07996666666666667,0.09425926420723264,0.8483693071362923
LNC,-66.0,-0.0022000000000000027,0.09554276529387246,-0.023026337925568685
LVS,23224.0,0.1290222222222222,0.2125608920744975,0.6069894652916822
LYV,22591.0,0.1075761904761905,0.13158765286107785,0.8175249587418573
MAS,16333.0,0.09607647058823529,0.22959703454072788,0.4184569316429582
MCK,14461.0,0.09038125,0.2626457005614931,0.3441185209077469
MKC,6543.0,0.031157142857142862,0.1370863251539616,0.22728118812835843
MKTX,12533.0,0.0596809523809524,0.1569328871389284,0.38029601996755774
MLM,19595.0,0.0933095238095238,0.08388248528667043,1.1123838723976316
MPC,33131.0,0.19488823529411764,0.21556672744011018,0.9040738225627257
MRO,17954.0,0.0854952380952381,0.10013204841698489,0.8538249186634633
MTB,3664.0,0.03663999999999999,0.09956087785872521,0.3680160399147081
MXIM,4532.0,0.021580952380952378,0.2052991095915737,0.10511956152116769
PEAK,8644.0,0.04116190476190477,0.11129727877643078,0.36983747684064266
RE,15179.0,0.07228095238095239,0.1758383825563843,0.4110647023142106
SJM,126.0,0.004200000000000009,0.11564405158358412,0.036318340134981975
LW,17304.0,0.0824,0.17272284708388147,0.47706485500428963
LUV,13601.0,0.06476666666666667,0.11374768373710102,0.5693888837012139
DGX,3452.0,0.06904000000000002,0.17181256764276587,0.40183323575926394
FTI,6384.0,0.030399999999999993,0.16494382016166537,0.18430517718217165
JWN,15843.0,0.07544285714285714,0.1841101263903096,0.40977027511740377
MAA,10800.0,0.05400000000000001,0.19902592042244147,0.27132144338477415
MCHP,15704.0,0.07478095238095238,0.17596821579626687,0.4249685208352203
MCO,17131.0,0.08157619047619048,0.13078794143032746,0.6237286831190568
MGM,18965.0,0.09030952380952383,0.19331103706760822,0.4671721034631828
MHK,16063.0,0.0764904761904762,0.10376505010639547,0.7371506698261766
MNST,11842.0,0.0563904761904762,0.22561480849904103,0.24994137825273063
MOS,11912.0,0.05672380952380954,0.18566244050442446,0.30552118872130074
MSCI,45684.0,0.21754285714285718,0.34360864584087325,0.6331122914864089
MSI,14476.0,0.0851529411764706,0.24200981049061301,0.3518573937306293
MTD,15477.0,0.11055,0.15008892959080722,0.7365633181700768
MYL,14433.0,0.06872857142857143,0.16195646723398102,0.4243644764693354
NBL,22243.0,0.10591904761904763,0.1671416183646944,0.6337084004292559
NCLH,12369.0,0.05890000000000001,0.17053753112968864,0.34537851937828473
NDAQ,19879.0,0.09466190476190475,0.2251834838657038,0.42037676625679954
NEM,739.0,0.00923750000000001,0.21271943927095613,0.04342574440614963
NI,19680.0,0.10357894736842103,0.22670389354014278,0.4568909062432144
NLOK,11599.0,0.05523333333333333,0.1642827740247584,0.3362089157625822
NLSN,11679.0,0.05561428571428571,0.09725940907213669,0.5718139380534067
NOV,1342.0,0.044733333333333326,0.09140686820778599,0.4893870035197527
NOW,-5917.0,-0.059169999999999986,0.14699514991998885,-0.4025302877830112
NRG,13265.0,0.0631666666666667,0.2790920232832129,0.22632917244849868
NTAP,22772.0,0.2530222222222222,0.1143523383405456,2.2126545542839047
NTRS,14854.0,0.08252222222222222,0.16978940405218182,0.48602692660880326
NUE,20680.0,0.09847619047619048,0.25934171777013376,0.37971596441523675
NVR,8126.0,0.038695238095238095,0.1295894487040496,0.2985986782273339
NWL,19421.0,0.09248095238095239,0.16307042772708047,0.567122768180453
NWS,27853.0,0.13263333333333333,0.1555412128308407,0.852721480817943
NWSA,1194.0,0.005685714285714281,0.1628680455832538,0.034909943600986454
O,-694.0,-0.008675000000000002,0.11660843397885076,-0.07439427581690519
ODFL,-354.0,-0.004424999999999998,0.09963711344172912,-0.044411162137769834
OKE,17131.0,0.08157619047619047,0.10710653754784313,0.7616359593339614
OMC,46710.0,0.22242857142857145,0.2040437864839826,1.0901021553333703
ORLY,9549.0,0.045471428571428565,0.1853073666534993,0.24538381496972123
OTIS,9649.0,0.04594761904761905,0.11965474387765118,0.38400164973485046
PAYC,24058.0,0.11456190476190477,0.09921994075784832,1.15462581298551
PAYX,1218.0,0.1218,0.0,inf
PBCT,12179.0,0.17398571428571427,0.10245974022681757,1.698088575088693
PCAR,14866.0,0.0707904761904762,0.17281067235771527,0.40964180756117347
PEG,6310.0,0.030047619047619052,0.08268115245037132,0.36341558090466736
PFG,21929.0,0.10442380952380952,0.15008855768309684,0.6957479713030106
PH,16489.0,0.07851904761904763,0.08872967839265732,0.8849242896111449
PHM,13720.0,0.0686,0.10519747620546796,0.6521068990858006
PKG,12828.0,0.06108571428571429,0.14327197341890333,0.42636192430399394
